p_day,p_month,p_year,a_day,a_month,a_year,type,item,form,duration,state
15,6,2019,8,7,2019,0,1,1,23,51
13,7,2019,5,8,2019,0,1,1,23,39
22,7,2019,14,8,2019,0,1,1,23,42
28,7,2019,20,8,2019,0,1,1,23,29
14,9,2019,7,10,2019,0,1,1,23,4
7,10,2019,30,10,2019,0,1,1,23,12
17,3,2020,9,4,2020,1,1,1,23,49
27,4,2020,20,5,2020,1,1,1,23,41
1,6,2020,24,6,2020,0,1,1,23,12
1,6,2020,24,6,2020,1,1,1,23,53
15,6,2020,8,7,2020,1,1,1,23,48
2,7,2020,25,7,2020,1,1,1,23,37
1,9,2020,24,9,2020,0,1,1,23,25
9,9,2020,2,10,2020,0,1,1,23,41
2,10,2020,25,10,2020,0,1,1,23,12
10,10,2020,2,11,2020,1,1,1,23,48
28,10,2020,20,11,2020,1,1,1,23,54
18,10,2020,10,11,2020,0,1,1,23,12
20,10,2020,12,11,2020,1,1,1,23,48
16,10,2021,8,11,2021,0,1,1,23,48
21,11,2021,14,12,2021,1,1,1,23,26
27,10,2020,19,11,2020,0,1,1,23,26
24,1,2019,17,2,2019,0,1,1,24,49
8,7,2019,1,8,2019,1,1,1,24,5
7,7,2019,31,7,2019,0,1,1,24,45
13,7,2019,6,8,2019,1,1,1,24,51
8,7,2019,1,8,2019,1,1,1,24,32
21,7,2019,14,8,2019,0,1,1,24,4
25,5,2019,18,6,2019,0,1,1,24,42
10,9,2019,4,10,2019,0,1,1,24,22
21,10,2019,14,11,2019,0,1,1,24,4
21,10,2019,14,11,2019,1,1,1,24,41
7,12,2019,31,12,2019,0,1,1,24,13
23,2,2020,18,3,2020,1,1,1,24,4
23,2,2020,18,3,2020,1,1,1,24,4
24,2,2020,19,3,2020,1,1,1,24,8
20,2,2020,15,3,2020,0,1,1,24,51
3,4,2020,27,4,2020,0,1,1,24,55
5,4,2020,29,4,2020,0,1,1,24,22
12,5,2020,5,6,2020,0,1,1,24,24
17,5,2020,10,6,2020,0,1,1,24,12
15,6,2020,9,7,2020,1,1,1,24,48
26,6,2020,20,7,2020,0,1,1,24,13
18,9,2020,12,10,2020,1,1,1,24,53
19,11,2020,13,12,2020,1,1,1,24,49
24,11,2020,18,12,2020,1,1,1,24,48
3,12,2020,27,12,2020,0,1,1,24,51
4,3,2021,28,3,2021,0,1,1,24,42
8,6,2021,2,7,2021,1,1,1,24,18
25,6,2021,19,7,2021,0,1,1,24,55
28,6,2021,22,7,2021,0,1,1,24,4
15,10,2021,8,11,2021,1,1,1,24,53
17,3,2019,11,4,2019,1,1,1,25,18
11,5,2019,5,6,2019,0,1,1,25,2
30,6,2019,25,7,2019,0,1,1,25,4
1,7,2019,26,7,2019,1,1,1,25,55
7,7,2019,1,8,2019,1,1,1,25,48
8,7,2019,2,8,2019,0,1,1,25,26
9,7,2019,3,8,2019,0,1,1,25,8
9,7,2019,3,8,2019,0,1,1,25,26
20,7,2019,14,8,2019,0,1,1,25,45
3,8,2019,28,8,2019,0,1,1,25,41
9,9,2019,4,10,2019,0,1,1,25,12
24,2,2020,20,3,2020,0,1,1,25,40
4,6,2019,29,6,2019,1,1,1,25,19
22,2,2020,18,3,2020,1,1,1,25,45
13,3,2020,7,4,2020,0,1,1,25,33
13,3,2020,7,4,2020,1,1,1,25,1
10,4,2020,5,5,2020,0,1,1,25,12
10,5,2020,4,6,2020,0,1,1,25,1
21,5,2020,15,6,2020,0,1,1,25,8
2,7,2020,27,7,2020,1,1,1,25,37
12,9,2020,7,10,2020,0,1,1,25,53
21,9,2020,16,10,2020,1,1,1,25,37
9,10,2020,3,11,2020,1,1,1,25,48
10,10,2020,4,11,2020,1,1,1,25,48
16,10,2020,10,11,2020,0,1,1,25,51
30,10,2020,24,11,2020,1,1,1,25,18
1,11,2020,26,11,2020,0,1,1,25,4
16,11,2020,11,12,2020,0,1,1,25,4
6,12,2020,31,12,2020,0,1,1,25,48
16,10,2020,10,11,2020,0,1,1,25,37
22,3,2021,16,4,2021,0,1,1,25,53
23,3,2021,17,4,2021,1,1,1,25,29
27,6,2021,22,7,2021,0,1,1,25,51
10,11,2021,5,12,2021,1,1,1,25,42
2,4,2019,28,4,2019,0,1,1,26,24
2,7,2019,28,7,2019,0,1,1,26,37
24,7,2019,19,8,2019,0,1,1,26,53
24,7,2019,19,8,2019,0,1,1,26,53
3,8,2019,29,8,2019,0,1,1,26,5
7,9,2019,3,10,2019,0,1,1,26,51
20,3,2020,15,4,2020,0,1,1,26,13
16,4,2020,12,5,2020,1,1,1,26,31
7,5,2020,2,6,2020,1,1,1,26,51
26,8,2020,21,9,2020,1,1,1,26,48
15,10,2020,10,11,2020,0,1,1,26,39
23,10,2020,18,11,2020,1,1,1,26,51
9,11,2020,5,12,2020,0,1,1,26,41
22,10,2020,17,11,2020,1,1,1,26,48
12,11,2020,8,12,2020,1,1,1,26,13
10,12,2020,5,1,2021,1,1,1,26,13
15,2,2021,13,3,2021,0,1,1,26,21
22,3,2021,17,4,2021,1,1,1,26,29
19,11,2020,15,12,2020,0,1,1,26,29
3,9,2021,29,9,2021,1,1,1,26,16
2,3,2019,29,3,2019,1,1,1,27,35
8,4,2019,5,5,2019,0,1,1,27,31
8,4,2019,5,5,2019,0,1,1,27,29
29,6,2019,26,7,2019,1,1,1,27,24
3,7,2019,30,7,2019,1,1,1,27,18
3,7,2019,30,7,2019,0,1,1,27,32
31,7,2019,27,8,2019,0,1,1,27,53
1,8,2019,28,8,2019,0,1,1,27,4
5,9,2019,2,10,2019,0,1,1,27,48
27,3,2020,23,4,2020,1,1,1,27,42
1,5,2020,28,5,2020,1,1,1,27,24
9,5,2020,5,6,2020,1,1,1,27,42
15,5,2020,11,6,2020,1,1,1,27,51
21,5,2020,17,6,2020,0,1,1,27,53
9,6,2020,6,7,2020,0,1,1,27,26
2,11,2020,29,11,2020,0,1,1,27,42
6,11,2020,3,12,2020,0,1,1,27,18
9,11,2020,6,12,2020,0,1,1,27,47
12,11,2020,9,12,2020,0,1,1,27,51
7,11,2020,4,12,2020,0,1,1,27,53
20,11,2020,17,12,2020,1,1,1,27,54
28,11,2020,25,12,2020,1,1,1,27,12
16,12,2020,12,1,2021,0,1,1,27,48
17,12,2020,13,1,2021,0,1,1,27,51
15,2,2021,14,3,2021,0,1,1,27,42
15,2,2021,14,3,2021,0,1,1,27,42
17,3,2021,13,4,2021,1,1,1,27,18
25,3,2021,21,4,2021,1,1,1,27,48
29,3,2021,25,4,2021,0,1,1,27,2
31,3,2021,27,4,2021,1,1,1,27,48
24,3,2021,20,4,2021,1,1,1,27,30
24,6,2021,21,7,2021,1,1,1,27,39
18,8,2021,14,9,2021,0,1,1,27,37
17,9,2021,14,10,2021,1,1,1,27,48
11,11,2021,8,12,2021,1,1,1,27,1
14,12,2021,10,1,2022,1,1,1,27,20
11,11,2021,8,12,2021,1,1,1,27,1
8,12,2021,4,1,2022,1,1,1,27,1
2,4,2019,30,4,2019,1,1,1,28,27
10,4,2019,8,5,2019,1,1,1,28,13
16,4,2019,14,5,2019,1,1,1,28,55
27,6,2019,25,7,2019,1,1,1,28,45
25,7,2019,22,8,2019,1,1,1,28,26
4,9,2019,2,10,2019,0,1,1,28,13
4,9,2019,2,10,2019,1,1,1,28,26
9,9,2019,7,10,2019,1,1,1,28,4
3,1,2020,31,1,2020,0,1,1,28,4
8,1,2020,5,2,2020,1,1,1,28,48
23,1,2020,20,2,2020,1,1,1,28,41
23,1,2020,20,2,2020,0,1,1,28,42
24,1,2020,21,2,2020,0,1,1,28,41
20,2,2020,19,3,2020,0,1,1,28,25
17,2,2020,16,3,2020,0,1,1,28,1
18,3,2020,15,4,2020,0,1,1,28,30
23,3,2020,20,4,2020,0,1,1,28,17
24,3,2020,21,4,2020,0,1,1,28,26
28,5,2020,25,6,2020,1,1,1,28,53
11,9,2020,9,10,2020,1,1,1,28,48
15,9,2020,13,10,2020,1,1,1,28,51
15,9,2020,13,10,2020,1,1,1,28,51
6,11,2020,4,12,2020,1,1,1,28,13
7,1,2021,4,2,2021,0,1,1,28,48
6,2,2021,6,3,2021,0,1,1,28,18
22,2,2021,22,3,2021,0,1,1,28,22
3,3,2021,31,3,2021,0,1,1,28,55
26,3,2021,23,4,2021,1,1,1,28,48
29,3,2021,26,4,2021,0,1,1,28,42
26,5,2021,23,6,2021,0,1,1,28,29
19,10,2020,16,11,2020,1,1,1,28,48
3,11,2021,1,12,2021,1,1,1,28,45
9,2,2022,9,3,2022,0,1,1,28,47
14,1,2019,12,2,2019,0,1,1,29,13
25,6,2019,24,7,2019,0,1,1,29,56
29,7,2019,27,8,2019,0,1,1,29,4
29,7,2019,27,8,2019,1,1,1,29,37
6,12,2019,4,1,2020,1,1,1,29,28
13,1,2020,11,2,2020,1,1,1,29,48
22,1,2020,20,2,2020,1,1,1,29,4
7,1,2020,5,2,2020,0,1,1,29,48
16,2,2020,16,3,2020,0,1,1,29,48
16,2,2020,16,3,2020,0,1,1,29,37
12,5,2020,10,6,2020,0,1,1,29,48
2,11,2020,1,12,2020,0,1,1,29,48
5,11,2020,4,12,2020,1,1,1,29,51
27,12,2020,25,1,2021,0,1,1,29,53
28,12,2020,26,1,2021,1,1,1,29,16
1,4,2021,30,4,2021,1,1,1,29,48
5,4,2021,4,5,2021,0,1,1,29,48
28,6,2021,27,7,2021,1,1,1,29,53
1,11,2021,30,11,2021,0,1,1,29,12
1,12,2021,30,12,2021,0,1,1,29,25
7,2,2022,8,3,2022,1,1,1,29,19
7,4,2019,7,5,2019,1,1,1,30,55
13,4,2019,13,5,2019,0,1,1,30,26
29,4,2019,29,5,2019,0,1,1,30,42
23,4,2019,23,5,2019,1,1,1,30,12
6,7,2019,5,8,2019,0,1,1,30,33
29,7,2019,28,8,2019,0,1,1,30,55
3,9,2019,3,10,2019,0,1,1,30,4
3,9,2019,3,10,2019,0,1,1,30,4
28,10,2019,27,11,2019,1,1,1,30,48
28,10,2019,27,11,2019,1,1,1,30,8
28,10,2019,27,11,2019,0,1,1,30,5
20,1,2020,19,2,2020,0,1,1,30,27
21,1,2020,20,2,2020,0,1,1,30,4
29,1,2020,28,2,2020,0,1,1,30,48
29,1,2020,28,2,2020,0,1,1,30,37
13,2,2020,14,3,2020,1,1,1,30,55
13,2,2020,14,3,2020,1,1,1,30,55
13,2,2020,14,3,2020,1,1,1,30,12
20,10,2020,19,11,2020,1,1,1,30,53
1,11,2020,1,12,2020,1,1,1,30,31
7,11,2020,7,12,2020,1,1,1,30,39
21,12,2020,20,1,2021,0,1,1,30,49
27,12,2020,26,1,2021,1,1,1,30,4
2,1,2021,1,2,2021,0,1,1,30,4
15,2,2021,17,3,2021,1,1,1,30,26
7,4,2021,7,5,2021,1,1,1,30,4
2,11,2021,2,12,2021,1,1,1,30,42
8,11,2021,8,12,2021,1,1,1,30,13
2,7,2019,2,8,2019,1,1,1,31,23
2,7,2019,2,8,2019,1,1,1,31,23
23,10,2019,23,11,2019,0,1,1,31,24
11,11,2019,12,12,2019,0,1,1,31,53
30,12,2019,30,1,2020,0,1,1,31,39
2,2,2020,4,3,2020,1,1,1,31,37
11,2,2020,13,3,2020,1,1,1,31,38
5,1,2021,5,2,2021,1,1,1,31,32
27,3,2021,27,4,2021,1,1,1,31,35
8,4,2021,9,5,2021,0,1,1,31,8
8,4,2021,9,5,2021,1,1,1,31,12
12,1,2021,12,2,2021,1,1,1,31,33
22,3,2019,23,4,2019,0,1,1,32,16
30,8,2019,1,10,2019,1,1,1,32,47
30,8,2019,1,10,2019,1,1,1,32,47
1,11,2019,3,12,2019,1,1,1,32,4
4,11,2019,6,12,2019,1,1,1,32,18
7,11,2019,9,12,2019,0,1,1,32,48
29,12,2019,30,1,2020,0,1,1,32,4
11,1,2020,12,2,2020,0,1,1,32,37
11,1,2020,12,2,2020,0,1,1,32,37
25,1,2020,26,2,2020,0,1,1,32,4
29,10,2020,30,11,2020,0,1,1,32,22
21,12,2020,22,1,2021,0,1,1,32,55
8,1,2021,9,2,2021,1,1,1,32,4
8,1,2021,9,2,2021,1,1,1,32,4
11,1,2021,12,2,2021,0,1,1,32,48
18,1,2021,19,2,2021,0,1,1,32,13
29,1,2021,2,3,2021,1,1,1,32,8
11,5,2021,12,6,2021,0,1,1,32,12
14,5,2021,15,6,2021,0,1,1,32,53
6,12,2021,7,1,2022,1,1,1,32,48
15,3,2019,17,4,2019,1,1,1,33,4
17,4,2019,20,5,2019,0,1,1,33,12
16,11,2019,19,12,2019,0,1,1,33,8
15,11,2019,18,12,2019,1,1,1,33,47
15,11,2019,18,12,2019,1,1,1,33,26
27,12,2019,29,1,2020,0,1,1,33,48
31,1,2020,4,3,2020,1,1,1,33,13
8,2,2020,12,3,2020,0,1,1,33,26
25,6,2020,28,7,2020,1,1,1,33,29
4,9,2020,7,10,2020,1,1,1,33,53
29,10,2020,1,12,2020,1,1,1,33,49
31,10,2020,3,12,2020,1,1,1,33,29
31,10,2020,3,12,2020,1,1,1,33,29
20,2,2021,25,3,2021,0,1,1,33,4
17,4,2021,20,5,2021,0,1,1,33,53
5,12,2021,7,1,2022,0,1,1,33,45
4,4,2019,8,5,2019,0,1,1,34,42
18,6,2019,22,7,2019,1,1,1,34,2
16,8,2019,19,9,2019,0,1,1,34,25
29,8,2019,2,10,2019,1,1,1,34,4
8,11,2019,12,12,2019,1,1,1,34,37
9,11,2019,13,12,2019,0,1,1,34,12
9,1,2020,12,2,2020,1,1,1,34,4
9,1,2020,12,2,2020,0,1,1,34,42
11,1,2020,14,2,2020,0,1,1,34,55
11,2,2020,16,3,2020,0,1,1,34,48
18,5,2020,21,6,2020,0,1,1,34,42
1,12,2020,4,1,2021,1,1,1,34,49
22,12,2020,25,1,2021,0,1,1,34,13
10,12,2020,13,1,2021,1,1,2,34,24
23,1,2021,26,2,2021,1,1,1,34,51
10,3,2021,13,4,2021,0,1,1,34,42
7,4,2021,11,5,2021,0,1,1,34,48
19,6,2021,23,7,2021,0,1,1,34,19
6,12,2021,9,1,2022,1,1,1,34,8
30,12,2021,2,2,2022,0,1,1,34,32
26,3,2019,30,4,2019,0,1,1,35,8
1,5,2019,5,6,2019,1,1,1,35,4
13,8,2019,17,9,2019,0,1,1,35,12
27,8,2019,1,10,2019,0,1,1,35,4
5,11,2019,10,12,2019,0,1,1,35,48
11,2,2020,17,3,2020,1,1,1,35,53
19,1,2021,23,2,2021,1,1,1,35,12
5,2,2021,12,3,2021,1,1,1,35,24
8,2,2021,15,3,2021,1,1,1,35,26
13,5,2021,17,6,2021,0,1,1,35,51
11,3,2019,16,4,2019,0,1,1,36,51
23,6,2019,29,7,2019,0,1,1,36,51
13,8,2019,18,9,2019,0,1,1,36,33
18,8,2019,23,9,2019,0,1,1,36,8
13,8,2019,18,9,2019,1,1,1,36,49
14,11,2019,20,12,2019,0,1,1,36,4
10,11,2019,16,12,2019,1,1,1,36,12
4,2,2020,11,3,2020,0,1,1,36,48
10,9,2020,16,10,2020,1,1,1,36,53
12,1,2021,17,2,2021,1,1,1,36,29
25,1,2021,2,3,2021,0,1,1,36,39
30,1,2021,7,3,2021,0,1,1,36,29
27,4,2021,2,6,2021,0,1,1,36,32
28,8,2019,4,10,2019,0,1,1,37,26
20,12,2019,26,1,2020,1,1,1,37,5
25,4,2020,1,6,2020,0,1,1,37,12
18,1,2021,24,2,2021,1,1,1,37,12
18,1,2021,24,2,2021,1,1,1,37,12
18,1,2021,24,2,2021,1,1,1,37,12
18,1,2021,24,2,2021,1,1,1,37,12
6,5,2021,12,6,2021,1,1,1,37,48
27,12,2021,2,2,2022,1,1,1,37,39
25,7,2019,1,9,2019,0,1,1,38,51
5,8,2019,12,9,2019,1,1,1,38,55
15,8,2019,22,9,2019,1,1,1,38,48
20,12,2019,27,1,2020,1,1,1,38,13
22,12,2019,29,1,2020,0,1,1,38,41
27,12,2019,3,2,2020,0,1,1,38,48
27,3,2020,4,5,2020,0,1,1,38,12
21,1,2021,28,2,2021,0,1,1,38,37
7,2,2019,18,3,2019,1,1,1,39,48
8,3,2019,16,4,2019,1,1,1,39,32
23,4,2021,1,6,2021,1,1,1,39,12
26,4,2021,4,6,2021,0,1,1,39,16
2,5,2021,10,6,2021,1,1,1,39,18
9,5,2021,17,6,2021,1,1,1,39,4
21,11,2019,31,12,2019,0,1,1,40,13
16,12,2019,25,1,2020,1,1,1,40,48
22,1,2021,3,3,2021,1,1,1,40,26
7,4,2021,17,5,2021,0,1,1,40,53
6,8,2019,16,9,2019,0,1,1,41,56
17,4,2020,28,5,2020,0,1,1,41,42
24,12,2021,3,2,2022,1,1,1,41,48
30,12,2021,9,2,2022,1,1,1,41,28
15,8,2019,26,9,2019,0,1,1,42,1
15,11,2019,27,12,2019,1,1,1,42,12
22,11,2019,3,1,2020,0,1,1,42,4
16,12,2019,27,1,2020,0,1,1,42,23
31,3,2020,12,5,2020,0,1,1,42,8
27,12,2021,7,2,2022,1,1,1,42,29
4,1,2022,15,2,2022,0,1,1,42,33
24,11,2019,6,1,2020,0,1,1,43,39
2,1,2022,14,2,2022,1,1,1,43,45
27,11,2019,10,1,2020,0,1,1,44,39
28,11,2020,11,1,2021,1,1,1,44,39
7,12,2020,20,1,2021,1,1,1,44,48
11,2,2019,28,3,2019,1,1,1,45,1
25,5,2019,9,7,2019,1,1,1,45,20
6,4,2020,21,5,2020,0,1,1,45,53
22,11,2019,7,1,2020,0,1,1,46,48
15,10,2021,30,11,2021,1,1,1,46,37
2,3,2019,18,4,2019,1,1,1,47,12
16,10,2021,2,12,2021,0,1,1,47,12
11,1,2022,1,3,2022,1,1,1,49,5
17,12,2018,5,2,2019,0,1,2,50,32
2,3,2019,22,4,2019,1,1,1,51,48
5,3,2019,25,4,2019,0,1,1,51,47
1,12,2021,21,1,2022,1,1,1,51,48
9,1,2022,1,3,2022,0,1,1,51,35
14,12,2021,3,2,2022,0,1,1,51,29
16,12,2019,6,2,2020,1,1,1,52,12
30,4,2020,21,6,2020,1,1,1,52,39
5,3,2019,27,4,2019,1,1,1,53,39
1,7,2021,23,8,2021,1,1,1,53,29
19,2,2019,18,4,2019,0,1,1,58,37
31,3,2019,28,5,2019,0,1,1,58,4
2,3,2019,30,4,2019,1,1,1,59,8
25,2,2019,26,4,2019,0,1,1,60,4
30,11,2019,29,1,2020,1,1,1,60,12
22,3,2020,21,5,2020,1,1,1,60,13
19,2,2019,21,4,2019,0,1,1,61,53
26,3,2019,28,5,2019,0,1,1,63,4
25,3,2019,28,5,2019,0,1,1,64,4
17,2,2020,21,4,2020,1,1,2,64,5
3,8,2021,6,10,2021,0,1,1,64,45
12,12,2021,14,2,2022,1,1,1,64,53
3,3,2019,7,5,2019,0,1,1,65,27
5,3,2020,13,5,2020,0,1,0,69,27
26,11,2021,3,2,2022,1,1,1,69,37
29,12,2019,10,3,2020,0,1,2,72,37
11,12,2019,21,2,2020,0,1,2,72,26
2,7,2019,13,9,2019,0,1,2,73,12
27,7,2019,9,10,2019,0,1,2,74,37
3,12,2021,19,2,2022,1,1,1,78,48
11,4,2021,30,6,2021,0,1,1,80,41
31,10,2019,21,1,2020,1,1,2,82,51
16,10,2019,7,1,2020,1,1,1,83,53
9,2,2019,8,5,2019,0,1,1,88,48
10,9,2018,11,12,2018,1,1,0,92,5
13,9,2020,14,12,2020,0,1,1,92,51
15,1,2021,17,4,2021,0,1,1,92,19
25,7,2020,28,10,2020,1,1,1,95,48
2,12,2021,7,3,2022,0,1,1,95,18
21,9,2021,27,12,2021,0,1,2,97,2
3,12,2018,13,3,2019,1,1,2,100,19
26,11,2018,6,3,2019,0,1,1,100,22
7,11,2021,15,2,2022,1,1,1,100,37
31,5,2019,20,9,2019,0,1,2,112,53
13,4,2020,3,8,2020,1,1,2,112,8
8,4,2021,29,7,2021,0,1,1,112,48
17,10,2020,8,2,2021,0,1,1,114,26
1,4,2021,24,7,2021,1,1,0,114,16
27,5,2020,25,9,2020,1,1,2,121,4
5,8,2021,6,12,2021,0,1,1,123,12
15,2,2021,21,6,2021,0,1,0,126,42
24,8,2020,4,1,2021,0,1,2,133,37
4,3,2020,18,7,2020,0,1,2,136,40
24,7,2020,7,12,2020,0,1,2,136,53
23,8,2019,7,1,2020,0,1,2,137,33
22,6,2020,10,11,2020,1,1,2,141,39
20,12,2019,13,5,2020,1,1,0,145,24
19,5,2020,13,10,2020,0,1,2,147,41
13,4,2021,9,9,2021,1,1,1,149,26
21,5,2021,18,10,2021,1,1,1,150,41
16,4,2020,14,9,2020,0,1,2,151,18
19,12,2018,29,5,2019,0,1,1,161,39
10,7,2020,21,12,2020,1,1,1,164,12
8,7,2020,21,12,2020,1,1,1,166,51
7,11,2020,22,4,2021,1,1,1,166,35
10,1,2018,25,6,2018,1,1,0,166,53
1,12,2020,20,5,2021,1,1,1,170,53
9,12,2020,28,5,2021,0,1,1,170,53
31,10,2019,20,4,2020,0,1,2,172,18
23,1,2020,22,7,2020,0,1,2,181,48
19,4,2021,18,10,2021,1,1,1,182,53
16,10,2020,22,4,2021,1,1,1,188,35
11,6,2018,20,12,2018,1,1,0,192,22
4,6,2018,17,12,2018,1,1,2,196,51
4,1,2019,23,7,2019,0,1,0,200,13
11,7,2018,7,2,2019,1,1,0,211,13
11,7,2018,7,2,2019,1,1,0,211,13
5,11,2020,9,6,2021,0,1,2,216,18
1,9,2018,8,4,2019,0,1,2,219,12
1,10,2020,10,5,2021,0,1,1,221,35
26,7,2018,7,3,2019,0,1,2,224,13
17,7,2018,26,2,2019,1,1,0,224,29
10,3,2020,22,10,2020,0,1,2,226,26
4,10,2018,30,5,2019,0,1,0,238,31
5,11,2020,2,7,2021,0,1,0,239,41
22,10,2018,20,6,2019,0,1,0,241,42
15,12,2018,16,8,2019,0,1,2,244,49
11,10,2018,14,6,2019,1,1,0,246,48
19,9,2019,1,6,2020,1,1,2,256,48
28,9,2018,19,6,2019,1,1,0,264,49
16,7,2018,14,4,2019,0,1,2,272,48
17,7,2018,19,4,2019,0,1,2,276,41
24,5,2018,26,2,2019,0,1,0,278,29
17,2,2021,27,11,2021,0,1,2,283,30
25,6,2018,7,4,2019,0,1,2,286,32
18,10,2018,8,8,2019,0,1,2,294,13
13,5,2021,4,3,2022,1,1,2,295,13
13,4,2019,11,2,2020,1,1,2,304,51
12,6,2018,16,4,2019,1,1,2,308,33
31,8,2018,9,7,2019,0,1,2,312,17
31,8,2018,9,7,2019,0,1,2,312,17
1,5,2018,11,3,2019,1,1,0,314,44
16,5,2019,27,3,2020,1,1,2,316,48
5,1,2021,29,11,2021,1,1,2,328,13
18,9,2018,15,8,2019,1,1,2,331,32
22,3,2021,19,2,2022,1,1,2,334,48
17,9,2018,3,9,2019,1,1,2,351,51
12,4,2018,1,5,2019,1,1,0,384,48
22,1,2018,2,3,2019,0,1,1,404,48
23,4,2018,20,6,2019,0,1,0,423,17
16,8,2018,2,12,2019,1,1,2,473,48
18,7,2019,10,12,2020,1,1,2,511,20
7,7,2017,21,5,2019,0,1,0,683,4
4,10,2021,13,10,2021,0,2,1,9,47
27,11,2021,8,12,2021,0,2,1,11,29
13,3,2019,28,3,2019,1,2,1,15,45
5,10,2021,22,10,2021,0,2,1,17,12
30,7,2020,20,8,2020,1,2,1,21,48
26,3,2020,19,4,2020,0,2,1,24,12
23,11,2020,20,12,2020,1,2,1,27,37
21,10,2020,20,11,2020,1,2,1,30,9
28,11,2020,31,12,2020,1,2,1,33,39
4,8,2019,10,9,2019,1,2,1,37,37
29,4,2019,2,7,2019,1,2,1,64,12
21,3,2019,28,5,2019,1,2,1,68,48
15,9,2020,7,1,2021,0,2,2,114,42
16,1,2021,24,8,2021,0,2,0,220,29
13,7,2018,24,3,2019,1,2,0,254,51
1,6,2018,22,3,2019,1,2,2,294,48
